RetId,RetName,Score,MultipleScoreMethod,No_Premises,Prem*Score,Scraped?
50000030,RTV Ltd,4.859033311,Retailer,5,24.29516656,
100771,McDonald's,1,Catering,23,23,
50000021,Marathon Sports,7.512734892,Retailer,3,22.53820467,
50000036,Louis Copeland & Sons,3.192077254,Retailer,7,22.34454078,
50000109,Homestore & More,5.509150418,Retailer,4,22.03660167,
101421,O'Briens Handcut Sandwiches,1,Catering,22,22,
50000068,Superquinn,1,Footfall,22,22,
50000120,The Book Centre,5.432534946,Retailer,4,21.73013978,
100754,Mango,3.611040203,Retailer,6,21.66624122,
101882,Esprit,4.326551103,Retailer,5,21.63275552,
50000017,Michael H Fashions,5.402642778,Retailer,4,21.61057111,
50000146,Way Out Fashions,5.402642778,Retailer,4,21.61057111,
100582,Hobbs,5.398367972,Retailer,4,21.59347189,
101211,Waterstones,7.109292549,Retailer,3,21.32787765,
50000110,McGuirks Golf,4.248529796,Retailer,5,21.24264898,
106879,SuperValu,1,Footfall,21,21,
50000076,Du Pareil Au Meme,6.988031333,Retailer,3,20.964094,
50000101,Greenes Shoes,5.135411998,Retailer,4,20.54164799,
107236,The Range,20.28712488,Retailer,1,20.28712488,
104790,Mamas & Papas,10.08324624,Retailer,2,20.16649248,
50000108,Imaginarium,10.0819237,Retailer,2,20.16384741,
107438,Lipsy,6.679754187,Retailer,3,20.03926256,
107251,Hollister,19.1600875,Retailer,1,19.1600875,
101100,Superdrug,6.273357237,Retailer,3,18.82007171,
100782,Miss Selfridge,4.694257508,Retailer,4,18.77703003,
105155,Jack Wills,9.093313333,Retailer,2,18.18662667,
100552,Hamleys,18.14765406,Retailer,1,18.14765406,
100206,Burger King,1,Catering,18,18,
100426,Ernest Jones,5.828833047,Retailer,3,17.48649914,
105221,Trespass,3.43358118,Retailer,5,17.1679059,
101116,Ted Baker,17.12184044,Retailer,1,17.12184044,
100011,Accessorize,5.64869968,Retailer,3,16.94609904,
105163,Replay Fashion,8.342577869,Retailer,2,16.68515574,
101095,Sunglass Hut,4.052046201,Retailer,4,16.2081848,
50000016,Louise Kennedy,5.402642778,Retailer,3,16.20792833,
50000048,Japan,3.212430616,Retailer,5,16.06215308,
50000121,Golden Spiderweb,3.212430616,Retailer,5,16.06215308,
50000035,Diffneys,3.192077254,Retailer,5,15.96038627,
50000060,The Sweet Factory,3.130755185,Retailer,5,15.65377592,
103857,BoConcept,15.62,Retailer,1,15.62,
50000040,Graham Shoes Ltd,5.135411998,Retailer,3,15.40623599,
50000082,Central Shoe Stores,5.135411998,Retailer,3,15.40623599,
50000154,C & D Shoes,5.135411998,Retailer,3,15.40623599,
50000159,Shoe Shop,5.135411998,Retailer,3,15.40623599,
100683,L.K.Bennett,3.79044859,Retailer,4,15.16179436,
50000079,McCarthys Sportsworld,7.512734892,Retailer,2,15.02546978,
50000162,O'Neills Sport & Leisure Shop,7.512734892,Retailer,2,15.02546978,
100671,KFC,1,Catering,15,15,
50000077,53 Degrees North,4.989522625,Retailer,3,14.96856787,
50000119,ElectroCity,4.859033311,Retailer,3,14.57709993,
50000134,Phone Stores,3.628380841,Retailer,4,14.51352337,
50000158,Zoocom,3.628380841,Retailer,4,14.51352337,
105220,Argento,3.596364476,Retailer,4,14.3854579,
106801,Sports Direct,14.06778626,Retailer,1,14.06778626,
50000085,The Card Shop,3.50788548,Retailer,4,14.03154192,
50000024,Yankees,4.666234256,Retailer,3,13.99870277,
50000106,Pumpkin Patch,6.988031333,Retailer,2,13.97606267,
50000054,Tony Quinn Health Store,3.49306689,Retailer,4,13.97226756,
50000089,Tony Quinn Health Centres,3.49306689,Retailer,4,13.97226756,
107129,Kiehl's,4.595365072,Retailer,3,13.78609522,
50000124,Terrisales,4.595365072,Retailer,3,13.78609521,
50000047,Fabio Dericci,3.343701525,Retailer,4,13.3748061,
50000161,Army Surplus Warehouse,6.497724753,Retailer,2,12.99544951,
50000049,No Name,3.212430616,Retailer,4,12.84972246,
50000102,La Femme,3.212430616,Retailer,4,12.84972246,
106985,HomeSense,12.56460002,Retailer,1,12.56460002,
100811,Nando's,3,Catering,4,12,
100865,Levi's Store,5.949275361,Retailer,2,11.89855072,
101133,Pink Shirtmaker,5.940995228,Retailer,2,11.88199046,
106247,Bose,11.86,Retailer,1,11.86,
50000176,Sostrene Grene,2.937772042,Retailer,4,11.75108817,
100692,Lacoste,11.43429504,Retailer,1,11.43429504,
100542,Hackett,11.12327155,Retailer,1,11.12327155,
50000184,Hanleys Furniture,5.509150418,Retailer,2,11.01830084,
50000056,Dolphin Discs,3.601258599,Retailer,3,10.8037758,
100803,Mulberry,10.64949997,Retailer,1,10.64949997,
12840551,Tesco Phone Shop,3.527611212,Retailer,3,10.58283364,
102263,Topman,5.191821694,Retailer,2,10.38364339,
50000043,Zerep Shoes,5.135411998,Retailer,2,10.270824,
50000083,ShoeFayre,5.135411998,Retailer,2,10.270824,
50000116,An Post,1,Footfall,10,10,
107507,The North Face,4.989522625,Retailer,2,9.97904525,
50000018,Outdoor Adventure Store,4.989522625,Retailer,2,9.979045249,
101135,Thorntons,3.273235118,Retailer,3,9.819705354,
101054,Snow & Rock,9.809897532,Retailer,1,9.809897532,
106927,G-Star Raw,9.785444102,Retailer,1,9.785444102,
50000128,iConnect,4.859033311,Retailer,2,9.718066623,
100795,Moss,4.819126247,Retailer,2,9.638252494,
50000058,Fast Fix,3.193350604,Retailer,3,9.580051812,
50000186,McQuillan Tools,3.193350604,Retailer,3,9.580051812,
107191,Mr Simms Olde Sweet Shoppe,3.130755185,Retailer,3,9.392265555,
101125,TGI Fridays,3,Catering,3,9,
50000113,EBS,1,Footfall,9,9,
50000125,Jump Juice,1,Footfall,9,9,
100830,Nicole Farhi,8.342577869,Retailer,1,8.342577869,
104959,Sisley,8.342577869,Retailer,1,8.342577869,
107005,Choice,8.342577869,Retailer,1,8.342577869,
107437,Calvin Klein Jeans,8.342577869,Retailer,1,8.342577869,
12681976,7 For All Mankind,8.342577869,Retailer,1,8.342577869,
12730360,Michael Kors,8.342577869,Retailer,1,8.342577869,
50000175,Selected Femme/Homme,8.342577869,Retailer,1,8.342577869,
100396,Dune London,4.014352536,Retailer,2,8.028705072,
50000096,AIB,1,Footfall,8,8,
50000044,PARFOIS,1.988176822,Retailer,4,7.952707288,
50000025,Euro 50 Stores,3.863570254,Retailer,2,7.727140508,
106199,Build-A-Bear,3.776008772,Retailer,2,7.552017544,
50000160,Kerry Outdoor Sports,7.512734892,Retailer,1,7.512734892,
50000169,O'Neills Irish International Sports Co. Ltd,7.512734892,Retailer,1,7.512734892,
100380,DKNY,7.280232689,Retailer,1,7.280232689,
50000104,Redlight Records,3.601258599,Retailer,2,7.202517198,
12719939,Sliderobes,3.55,Retailer,2,7.1,
101102,Surprise Surprise,7.04679296,Retailer,1,7.04679296,
106929,Brooks Brothers,7.04679296,Retailer,1,7.04679296,
50000156,Card Gallery,3.50788548,Retailer,2,7.01577096,
50000066,Bagel Bar,1,Footfall,7,7,
106032,Dr China,3.49306689,Retailer,2,6.98613378,
100962,Ralph Lauren,6.752476412,Retailer,1,6.752476412,
50000046,Bag City,3.343701525,Retailer,2,6.68740305,
50000086,Formes,3.212430616,Retailer,2,6.424861232,
50000033,Bertoni,3.192077254,Retailer,2,6.384154507,
50000037,O'Connell's Menswear,3.192077254,Retailer,2,6.384154507,
50000140,jean depot,3.192077254,Retailer,2,6.384154507,
50000153,Icon,3.192077254,Retailer,2,6.384154507,
100622,Jaeger,6.035986633,Retailer,1,6.035986633,
12740582,Yankee Candle,2,Retailer,3,6,
100090,Bagel Factory,1,Catering,6,6,
101196,Vision Express,1,Footfall,6,6,
101202,Wagamama,3,Catering,2,6,
102488,Gourmet Burger Kitchen,3,Catering,2,6,
50000064,Quigleys,1,Footfall,6,6,
50000065,VIP Electronic Cigarettes,1,Footfall,6,6,
50000117,Cassidy Travel,1,Footfall,6,6,
50000126,Falcon Travel,1,Footfall,6,6,
50000148,Butcher's Block,1,Footfall,6,6,
101110,T.M. Lewin,5.828833047,Retailer,1,5.828833047,
100506,Gant,5.77875214,Retailer,1,5.77875214,
12668887,Juicy Couture,5.445329093,Retailer,1,5.445329093,
50000163,Book Shop,5.432534946,Retailer,1,5.432534946,
50000166,Bookworld,5.432534946,Retailer,1,5.432534946,
100972,Reiss,5.312632817,Retailer,1,5.312632817,
100940,Poundstretcher,5.304034003,Retailer,1,5.304034003,
103459,Kurt Geiger,5.200481949,Retailer,1,5.200481949,
106968,Regatta Great Outdoors,5.19,Retailer,1,5.19,
100288,Church's Shoes,5.135411998,Retailer,1,5.135411998,
50000178,Xti,5.135411998,Retailer,1,5.135411998,
105131,Cineworld,5,Leisure,1,5,
107386,Reel Cinema,5,Leisure,1,5,
50000115,O’Briens Fine Wines,1,Footfall,5,5,
50000130,ABRAKEBABRA,1,Footfall,5,5,
50000098,Army & Navy Stores,4.989522625,Retailer,1,4.989522625,
101413,Quiksilver,4.88,Retailer,1,4.88,
102383,Tog 24,4.88,Retailer,1,4.88,
106915,Reebok,4.88,Retailer,1,4.88,
50000183,Dyson,4.859033311,Retailer,1,4.859033311,
100236,Camper,4.559228373,Retailer,1,4.559228373,
12779781,Smiggle,4.45,Retailer,1,4.45,
100049,Ann Summers,4.386249515,Retailer,1,4.386249515,
101232,Wolford Boutique,4.386249515,Retailer,1,4.386249515,
106861,Calvin Klein Underwear,4.386249515,Retailer,1,4.386249515,
106636,Leading Labels,4.238801573,Retailer,1,4.238801573,
100735,Louis Vuitton,4.234166469,Retailer,1,4.234166469,
105263,Furla,4.234166469,Retailer,1,4.234166469,
106031,Anya Hindmarch,4.234166469,Retailer,1,4.234166469,
107354,Radley,4.234166469,Retailer,1,4.234166469,
12764825,Lulu Guinness,4.234166469,Retailer,1,4.234166469,
12765011,Coach,4.234166469,Retailer,1,4.234166469,
105050,Quiz,4.159772585,Retailer,1,4.159772585,
104916,Villeroy & Boch,4.070849226,Retailer,1,4.070849226,
106961,Le Creuset,4.070849226,Retailer,1,4.070849226,
100385,Domino's Pizza,1,Catering,4,4,
100938,Post Office,1,Footfall,4,4,
50000112,Ginzeng,1,Footfall,4,4,
50000114,Permanent TSB,1,Footfall,4,4,
50000045,Twenty 1,1.988176822,Retailer,2,3.976353644,
106248,Samsonite,3.833658626,Retailer,1,3.833658626,
103395,Gerard Darel,3.79044859,Retailer,1,3.79044859,
12745606,Colemans,3.630576976,Retailer,1,3.630576976,
103166,Mountain Warehouse,3.611040203,Retailer,1,3.611040203,
50000055,Abbey Discs,3.601258599,Retailer,1,3.601258599,
105114,Card Factory,3.50788548,Retailer,1,3.50788548,
116476,Runners Need,3.43358118,Retailer,1,3.43358118,
12764589,Asics,3.43358118,Retailer,1,3.43358118,
101776,Cycle Surgery,3.43,Retailer,1,3.43,
12719075,Home & Cook,3.413676318,Retailer,1,3.413676318,
12788523,Samsung Experience,3.413676318,Retailer,1,3.413676318,
100718,Links of London,3.323619186,Retailer,1,3.323619186,
50000135,Sally West,3.212430616,Retailer,1,3.212430616,
50000081,D3 Menswear,3.192077254,Retailer,1,3.192077254,
100331,CC,1.560482602,Retailer,2,3.120965204,
100808,N Peal,3.09,Retailer,1,3.09,
100693,Ladbrokes,1,Footfall,3,3,
100926,PizzaExpress,3,Catering,1,3,
102472,Harry Ramsden's Fish & Chips,1,Catering,3,3,
102873,Optical Express,1,Footfall,3,3,
102995,Prezzo,3,Catering,1,3,
104008,Paddy Power,1,Footfall,3,3,
12676287,Cosmo,3,Catering,1,3,
50000061,Banana Tree,1,Footfall,3,3,
50000062,La Croissanterie,1,Footfall,3,3,
50000063,Kay’s Kitchen,1,Footfall,3,3,
103002,The Works,2.970440833,Retailer,1,2.970440833,
101145,Timpson,1.252420958,Retailer,2,2.504841915,
50000164,National Schoolwear Centres,2.065222326,Retailer,1,2.065222326,
100601,Iceland,1,Footfall,2,2,
102313,Puccino's,2,Catering,1,2,
102391,Hidden Hearing,1,Footfall,2,2,
50000149,Kylemore,1,Footfall,2,2,
50000165,L'Officina,1,Footfall,2,2,
50000173,Chopped,1,Footfall,2,2,
50000177,Sugar Dolls Nail Bar,1,Footfall,2,2,
100360,David Clulow,1,Footfall,1,1,
100550,Halifax PLC,1,Footfall,1,1,
101251,JD Wetherspoon,1,Catering,1,1,
12744988,VIP,1,Footfall,1,1,
12866480,Eurospar,1,Footfall,1,1,
50000172,Bagel Factory,1,Footfall,1,1,
50000174,No 1 Currency,1,Footfall,1,1,
50000181,Gino's Gelato,1,Footfall,1,1,
50000182,Insomnia Coffee,1,Footfall,1,1,
12764979,Pure,0.5,Catering,1,0.5,
100021,Agent Provocateur,8.916669782,Retailer,0,0,
100022,Agnes B.,7.04679296,Retailer,0,0,
100028,Alfred Dunhill,3.08,Retailer,0,0,
100030,All Bar One,1,Catering,0,0,
100038,Amanda Wakeley,3.79044859,Retailer,0,0,
100048,Angus Steak House,3,Catering,0,0,
100057,Aquascutum,7.04679296,Retailer,0,0,
100064,Armani Collections,8.342577869,Retailer,0,0,
100071,ASK Italian,3,Catering,0,0,
100081,Aveda,4.595365072,Retailer,0,0,
100088,Baby Gap,11.06610545,Retailer,0,0,
100094,Balans,3,Catering,0,0,
100095,Balls Brothers,1,Catering,0,0,
100096,Bally,9.45741609,Retailer,0,0,
100097,Bang & Olufsen,2.536921763,Retailer,0,0,
100105,Barclays Bank PLC,1,Footfall,0,0,
100112,Baskin Robbins,1,Catering,0,0,
100119,Belgo,3,Catering,0,0,
100120,Bella Italia,3,Catering,0,0,
100122,Ben & Jerry's,1,Catering,0,0,
100126,Benihana,3,Catering,0,0,
100142,Birley Sandwiches,1,Catering,0,0,
100143,Birthdays,3.50788548,Retailer,0,0,
100145,Blacks,3.838449701,Retailer,0,0,
100146,Blackwell's,5.496405945,Retailer,0,0,
100162,Bonpoint,5.64869968,Retailer,0,0,
100163,Boodles,17.29903928,Retailer,0,0,
100171,Boots Opticians,1,Footfall,0,0,
100192,Browns Bar & Brasserie,3,Catering,0,0,
100200,Budgens,1,Footfall,0,0,
100202,Bulgari,5.589638919,Retailer,0,0,
100205,Burberry,7.04679296,Retailer,0,0,
100215,C.P. Hart,3.727742274,Retailer,0,0,
100226,Cafe Rouge,3,Catering,0,0,
100227,Cafe Thorntons,2,Catering,0,0,
100228,Caffe Concerto,2,Catering,0,0,
100229,Caffe Nero,2,Catering,0,0,
100233,Calvin Klein,8.342577869,Retailer,0,0,
100243,Cards Galore,3.50788548,Retailer,0,0,
100247,Caroline Charles,5.445329093,Retailer,0,0,
100250,Cartier,5.589638919,Retailer,0,0,
100252,Cash Converters,1,Footfall,0,0,
100264,Chanel,8.342577869,Retailer,0,0,
100301,Clintons,3.50788548,Retailer,0,0,
100303,Clockwork Pharmacy,5.008822209,Retailer,0,0,
100308,The Co-operative Bank PLC,1,Footfall,0,0,
100311,Coffee Republic,2,Catering,0,0,
100315,Cologne & Cotton,3.192077254,Retailer,0,0,
100321,D&D London,3,Catering,0,0,
100325,Coral,1,Footfall,0,0,
100326,Corney & Barrow Wine Bar,1,Catering,0,0,
100330,Costcutter,1,Footfall,0,0,
100338,Crew Clothing Co.,4.098999634,Retailer,0,0,
100342,Crussh,1,Catering,0,0,
100346,The Curtain Exchange,3.19,Retailer,0,0,
100352,DAKS,8.342577869,Retailer,0,0,
100356,Daunt Books,2.970440833,Retailer,0,0,
100362,Davy's,1,Catering,0,0,
100375,The Disney Store,11.03580117,Retailer,0,0,
100391,Dreams,4.38166698,Retailer,0,0,
100400,East,4.075545457,Retailer,0,0,
100406,Ed's Easy Diner,3,Catering,0,0,
100411,El Vino Co Tasting House,1,Catering,0,0,
100425,Ermenegildo Zegna,13.96824971,Retailer,0,0,
100427,Escada,5.445329093,Retailer,0,0,
100442,Evans Cycles,11.10982953,Retailer,0,0,
100454,FARA Charity Shop,1,Footfall,0,0,
100464,Field & Trek,14.06778626,Retailer,0,0,
100469,Fired Earth,3.57,Retailer,0,0,
100477,Folli Follie,5.589638919,Retailer,0,0,
100478,Fonehouse,3.527611212,Retailer,0,0,
100494,French Sole,5.135411998,Retailer,0,0,
100501,Fuller's,1,Catering,0,0,
100502,Futon Company,2.403764427,Retailer,0,0,
100508,Gap Kids,11.06610545,Retailer,0,0,
100509,Garfunkel's,3,Catering,0,0,
100512,Ghost,3.79044859,Retailer,0,0,
100514,Gieves & Hawkes,7.179386434,Retailer,0,0,
100519,Godiva Chocolatier,2.273805912,Retailer,0,0,
100524,Graff Diamonds,5.589638919,Retailer,0,0,
100525,Graham & Green,1,Retailer,0,0,
100530,Greggs,1,Footfall,0,0,
100532,Gucci,7.04679296,Retailer,0,0,
100541,Habitat,19.69019401,Retailer,0,0,
100562,H&T Pawnbrokers,1,Footfall,0,0,
100563,Harveys The Furniture Store,5.782931062,Retailer,0,0,
100567,Heal's,15.62424999,Retailer,0,0,
100572,Henry's Cafe Bar,1,Catering,0,0,
100574,Hermes,17.01522738,Retailer,0,0,
100595,HSBC,1,Footfall,0,0,
100625,Jamies,3,Catering,0,0,
100638,Jessops,3.488122704,Retailer,0,0,
100640,Jigsaw,4.640403231,Retailer,0,0,
100643,Jo Malone London,5.986488576,Retailer,0,0,
100649,John Lewis & Partners,155.9622189,Retailer,0,0,
